日期,N SAV,接电话人,时间,N° client,店名/公司名,cp,tel/wechat/来访,问题,处理人1,version,日期-机型,解决记录,处理时间,处理人2,结果,如果未能马上解决，补偿方法,处理时间,状态
23/03/2018,294,,,CM9718003,sarl cjj,97470,0692162778/from wechat,相同价格的商品前后扫描的话会录成同一样商品，中间隔了一个扫描的话就还是显示自己本身正确的商品信息。,,,,non 已提交bug0000212  rdv27/03 10：:30,,,,,,1
23/03/2018,295,,,CR7517010,sushi story,75013,0626351326,"1. arcresto 导入，13秒才能打开桌号，10秒才能valider
2.新买的pda 点surplace/emporter 2.3秒才好，其他机器就很快
3. arcresto点单升级后，没有以前快，如果pda也在点单，arcresto就不能用",,,,rdv检查数据库,,,,,,1
23/03/2018,296,,,CR9517002,wok168,95610,0695247888,打印机打出的小票看不清，详见message图片、,,,,让客人用酒精擦一下打印机机头,,,,,,1
23/03/2018,297,,,CR9218012,shinobi,92600,0623050889,"下不了订单，按了没反应，详见微信图片,livrasion 和emporter 的可以，只有sur place 的不行",,,,已约rdv26/03,,,,,,1
,,,,,,,,,,,,,,,,,,1
21/03/2018,298,,,CR9218012,shinobi,92,0623050889,之前用easysoft 我们导了客户资料之后 没哟客户名字，修改名字会出现错误,,,,26/03 又重新导入了一次，VENTAP已经有名字了，但是ARRESTO中客户的城市还是有问题。重新到了izi的数据 ok,,,,,,1
23/03/2018,299,,,CR7517010,sushi story,75013,0626351326,"1. arcresto 导入，13秒才能打开桌号，10秒才能valider
2.新买的pda 点surplace/emporter 2.3秒才好，其他机器就很快
3. arcresto点单升级后，没有以前快，如果pda也在点单，arcresto就不能用",,,,rdv检查数据库 见00000307,,,,,,1
23/03/2018,300,,,CR7818013,ALYNA,78500,06 60 19 90 10/wechat,电脑经常卡机,,,,yi已留言,,,,,,1
26/03/18,301,,,CR7517010,sushi story,75013,wechat,1.升级后emporter经常出现相同的单  2.从resto导单到VENTAP的速度太慢,,,,307,,,,,,1
26/03/18,302,,,CR7518034,sakura,75011,0611100156,嫌Neo太小，想换成大的caisse,,,,已回复 ,,,,,,1
26/03/18,303,,,CR5718003,Toki,57000,0629637783,1.输密码888888显示密码不对，进不了前台  电脑上周日 拿走，存menu 存了2个，存完之后点单发现什么都没有，之后密码就不能用了。还没有帐  客人周五上午可以过来,,,,远程看过，发现26日凌晨自己删掉了用户  转chao叫客人加用户,,,,,,1
26/03/18,304,,,CR7718010,hokkaito,77380,0666838889,"开机后没反应，屏幕停留在开机  界面
客人已经重启多次 建议客人先用鼠标 鼠标可以用  专家：安装驱动后无反应，已经通知客人把机器拿过来",,,20180222 chic,客人拿来chic 打印机 屏幕，但是所有电源线都没带，盒子也没带。测试后决定给客人换台chic。已换新机器,,,,,,1
26/03/18,243,,, CR7818027,sushi lin,78340,0652780889,empoeter 的单子都是从0018开始，是不是有问题，详见微信图片,,,,让客人检查是不是有17张emporter都没有结账------周五晚上的单 打印机没纸了，单就没打出来，也不记得是不是自己忘记了----已让客人删除,,,周五有 2张单做重了 删掉就可以了,,,1
26/03/18,257,,,CR9318006,famille CZ CMC,93100,0611441772,encasser同一单出现同样两张单,,,,17：32已留言,,,,,,1
26/03/18,287,,,CR7518061,chez nanchang/南昌小馆,75011,0651199986,之前远程要解决的问题还是不行,,,,软件比较老 升级以后中文还是现实不出来 已经约02/04RDV,,,,,,1
26/03/18,305,,,CR7718010,Hokkaito,77380,0666838889,没有VMS的按钮,,,,换了chic 重新联机,,,ok,,,1
,,,,,,,,,,,,,,,,,,1
27/3/2018,189,,,CM9718003,cjj,97470,06 92 16 27 78,不同的条码 扫除同一个商品 已发视频,,180124P,20180117 luxe shttle,"RDV 27/03 10：30
专家：已升级0315",,,non 已提交bug0000212,,,1
27/03/2018,306,,,CR7817002,Enjoy sushi,78800,0652977292,"触摸屏坏了很久了，现在一直用鼠标很不方便，想约RDV直接过来
20180213打过电话，说屏幕卡死了",,,,rdv 3/4/18 下午2点,,,,,,1
27/03/18,308,,,CR9418006,tokyo sushi ,94200,0663373926,][,,,,让客人每天并账之前检查statistique commande ,,,,,,1
27/03/18,309,,,CR5718004,ENSHUN,57200,0623343237,厨房单的字太大了可以调吗？,,,,直回不行,,,,,,1
27/03/18,310,,,CR9418013,fujiyama,94260,0651831877,"cuicui合同写错 需要改n siret
客人已拿来机器，转专家",,,,,,,,,,1
27/03/18,311,,,CR5318001,Jardin Mayenne,53100,0615841039,1.电脑encaisse时会卡住，升级成0226后还是这样  卡住  点其他地方会出一张单，点对勾 会出两张单  2. 有时会闪退到开机界面 0226,, ,,超已升级到0315  rdv 0328专家远程看触摸屏驱动-----客人不在店里 周四或者下周二,,,,,,1
27/03/18,313,,,CR9218012,shinob,92600,0623050889,"打印机 不能用 
tablette不能连主机",,,,29/03 11:15未接留言,,,ok,,,1
,,,,,,,,,,,,,,,,,,1
28/03/2018,312,,,CM5918002,HUANG DISTRIBUTION,59500,0651389883,"1.联机
2.培训",,,,"1. 专家 rdv 但是
客户购买机器时已提醒客户由于软件版本老 不建议升级
客户经常会修改商品价格，对ventap的主要需求是不能快速查找商品修改价格-------已提交需求
回复客人：4月第一周给客人回复，soit升级新版本（最快0415），soit用其他办法解决",,,,,,1
28/03/18,307,,,CR7517010,sushi story,75013,0626351326,"1.surplace, vms 导过去后单子在resto就消失了，VENTAP上出现了同样两张   2. 刚下的emporter单子，从老机器导到新机器要花很长时间，客人说正常M1 M2 M3 的反应是快的，但MENU composition 的就很慢，可能是这个原因",,,,"数据库坏了 需修复 80ht 已发BON DE LIVRAISON  客人已确认
专家：修复了数据库文件，固定了commande状态为99 以后不可修改",,,,,,1
28/03/18,314,,,CR5917001,Dragon Wok,59300/59590,0619909889,1.导数据的时候是不是把他们家的17年的账删掉了  2. 因为comptable要17年的账，能不能找回来,,,,没给客人导过数据也不会删掉账目  客人自己再研究,,,,,,1
28/03,315,,,CR9418014,changsheng,94,0613568157,触屏反应很慢,,,20180219 chic,"客人重启后就好了  点上去很久才反应
问客人是不是第二块屏幕没亮，让客人注意一下",,,,,,1
28/03/18,316,,,CR5717001,Tokyo,57,0621784916,1.联机了，但不好用，新的机器开机很慢，现在想取消连机  2. 合同能否提前终止，因为要卖店了，能否把合同过给下家,,,,"1. 转王森 取消联机，已提醒客人之后再连会付费
旧arcresto还未升级，已提醒客人如果不升级就不要再用打ticket
2.已发取消合同模板",,,rdv 03/04 14：00 已解决,,,1
28/03/18,317,,,CR9718003,sushi-7,97,0690568896,更新后单子打出来是乱码，详见wechat 图片,,,,rdv avec 崔 29/03/18,,,,,,1
28/03/18,318,,,CR5718004,ENSHUN,57200,0623343237,想把厨房单字体调小，就像姐姐家NEWHOSHI 78310的一样，详见WeChat图片,,,,"ENSHUN:CHIC 0315
NEWHOSHI: NEO 20171206
厨房单字体大小是写在源代码里的不能改",,,,,,1
28/03/18,319,,,CM5918002,huang distribution,59500,0651389883,怎么把客户资料存进系统？系统不能自动记录,,,,客人目前用的是0107p版本，chao 已升级,,,,,,1
28/03/18,320,,,CR7517010,sushi story,75013,0626351326,1.有一个新的PDA按完valider还要按|OK才能下单成功，能否去掉OK这个步骤或者把另外两个PDA加上OK的步骤，反正统一三个PDA操作步骤,,,,不可以修改,,,,,,1
28/03/18,321,,,CR9218012,SHINOBI,92600,0623050889,z昨天连机可以连，今天tablet 又连不上了,,,,当天打过两次电话未接留言 让客人有问题再打来,,,,,,1
,,,,,,,,,,,,,,,,,,1
29/03/18,322,,,CR3117002,Bomi,31400,0534665510,昨天升级了，但打包系统自动减了10％，客人的店是不减的,,,,已交,,,,,,1
29/03/18,323,,,NOBORU,AAA,91070,0659656299,1.老机器带回去还是一直在响  2. 想重新买一台老机器 3.练习模式里livraison的客人信息可以存吗？,,,,老李转回 客人原以为liv可以用旧机器出单。解释后客人决定换luxe，希望把客户信息，菜牌和半天的帐。导入luxe。旧机器的帐放到别的电脑里,,,,,,1
29/03/18,326,,,CR5318001,Jardin Mayenne,53100,0615841039,1.电脑encaisse时会卡住，升级成0226后还是这样  卡住  点其他地方会出一张单，点对勾 会出两张单  2. 有时会闪退到开机界面 0226,,,,超已升级到0315  rdv 0328专家远程看触摸屏驱动-----客人不在店里 周四或者下周二,,,,,,1
29/03/18,317,,,CR9718003,sushi 7,97,0690568896,更新后单子打出来是乱码，详见wechat 图片,,,,客人未调试过打印机  rdv avec 崔 29/03/18,,,ok,,,1
29/03/18,324,,,,lotus bleu,78520,0628526910,称又不行了，有时放了东西在上面却没有显示,,,,让客人过来换线,,,,,,1
29/03/18,325,,,CR7517010,sushi story,75013,0626351326,系统还是很慢，单子有MENU composition的反应就很慢，其他都是正常的,,,,见00000342,,,,,,1
29/03/18,327,,,CR7818027,sushi lin,78340,0652780889,不能按2次 entrer,,,,chao已升级 0315,,,,,,1
29/03/18,328,,,CR7818027,sushilin2 ,78340,0652780889,一按字母R就出现很多很多东西，详见微信图片,,,,有很多商品code都有R,,,,,,1
29/03/18,329,,,CR9518001,DUOWEI,95310,0629166734,点valider 不出 得点到其他地方才行 朋友jardin mayenne也有同样的问题,,,20180119 CHIC,客人下周才有时间 来之前会打电话,,,,,,1
,,,,,,,,,,,,,,,,,,1
30/03/18,330,,,,crocky bazzar,,0628680100,机器很慢重启后就出现如图的提示框，持续了2-3分钟才进入正常开机程序，详见微信图片,,,"20180209
luxe",13/06/2018 cui:已升级,,,,,,1
30/03/18,331,,,CR9218009,OLIMAX ,92800,0626830283,点了28个菜，分单后有5个消失了，详见微信图片,,,,chao   升级至0315,,,,,,1
30/03/18,332,,,CR8617001,KYO,86000,0616255726,收到短信说有人给他发短信说可以更新,,,,又发短信等待客人确认,,,见00000605,,,1
3003/18,333,,,NOBORU,AAA,71070,0659656299,钱箱连不上,,,,钱箱插在了打印机上,,,,,,1
30/03/18,334,,,CR8018002,Longeau,80330,0651579954,开机就死机，卡在输密码那里动不了,,,,让客人注意下死机的时候是第二块屏幕是否是灭的,,,,,,1
30/03/18,335,,,,北京食堂,,0610196318,1.钱箱不行  2. 打印机不行  详见微信   3. caisse改造,,,,"客人自己重启可以了
3.   14:45 已留言",,,,,,1
30/03/18,336,,,,Mr Zhao,75002,0634251084,1.送修的发射器修得怎样？ 2. 有一个WiFi的打印机打不出发票，但路由器和打印机的灯都是亮的，刚刚又一下把单子打出来，现在又不行了,,,,"已返厂
电话断掉",,,,,,1
30/03/18,337,,,CR9218017,le palais chinois,92400,0983585599,1.想把clodurer时间改成凌晨2点或者4点  2.日营业额能不能分开看，例如只看中午的，只看晚餐的  3. 每次大桌多余10人的，大Fiche repas 都要一个一个地打，能不能一次打几张的,,,,转给超了,,,,,,1
30/03/18,338,,,CR9518013,les cinq saveurs,95380,0620632742/ 0134722660,第二块屏不行,,,,rdv 3/4/18 15:30,,,,,,1
30/03/18,339,,,CR7518036,New yakitorer,75018,0606737310,想做更新，让客人资料也有code,,,,"19.9的合同没更新
让客人正规做liv",,,,,,1
,,,,,,,,,,,,,,,,,,1
03/04/18,340,,,CR9218004,Hoki,92100,0614660813,想调暗屏幕,,,20180122 luxe,已解释,,,,,,1
03/04/18,341,,,CR3018005,Royal wok ,30100,0658953344 ,小屏幕不行,,,20180328 neo,让客人把电脑拿过来  客人路程比较远 需要和先生商量  客人希望要个证明 证明机器拿到我们这里修,,,,,,1
03/04/18,342,,,CR7517010,sushi story,,0618778292,1.系统很慢 只有menu会这样  2. vms导到VENTAP后单子点一下就不见了，但在老机器里还有,,,,"专家  建议分账，已跟客人沟通 先做后收费120ht

客人反映目前的速度是正常的，这次远程之后也没有出现2张单重复",,,,,,1
03/04/18,343,,,CR9418006,TokyoSushi,94200,0143900397/0663373926,触屏不准确，箭头的位置老是不对，按了触屏也常常卡,,,20180131 chic,客人把机器拿来 rdv5/4/2018 10:30,,,,,,1
03/04/18,344,,,CR9218005,New Tokyo,92,0646773762,Vms 有问题，详见微信图片,,,,12:05 已留言,,,,,,1
03/04/18,345,,,CR7818029,nouveau nagachima,78310,0652139127,打印机很慢 再动动就会出来两张单,,,,让客人拍视频 和小票的照片 不确定是同一个号码,,,,,,1
03/04/2018,306,,,CR7817002,Enjoy sushi,78800,0652977292,"触摸屏坏了很久了，现在一直用鼠标很不方便，想约RDV直接过来
20180213打过电话，说屏幕卡死了",,0108,20171123 chic,专家调安装驱动+屏幕校准+增加了2秒等待第二款屏幕。,,,,,,1
30/03/18,338,,,CR9518013,les cinq saveurs,95380,0620632742/ 0134722660,第二块屏不行,,,,3/4/18   15:30 需要重新刷机  转王森  已ok,,,,,,1
03/04/18,346,,,,thai Basilic,75019,0625320811,电脑卡住了，重启也不行，见短信图片,,,,客人短信说已经好了,,,,,,1
03/04/18,347,,,CR9718003,sushi 7,97,0690568896,电跳了后电脑打不开，黑屏，详见微信图片,,,,quantum的机器 需要把机器拿过来 客人会让人带过来,,,重新装了系统,,,1
03/04/18,348,,,CR7518006,Bonzai,75015,0681263274,单子打了ticket了，但还挂在前台没进后台，在日账里也看不到，详见微信图片，要换软件,,,,怀疑是不会打ticket，转给超，超说该店要换软件,,,,,,1
03/04/18,349,,,CR7518001,Hoki 12,75020,0613496688,.钱箱连不上  错误图片已发到wechat,,,"20180329
luxe",让客人发远程照片给我们 打印机勾掉TPV,,,ok,,,1
03/04/18,350,,,CR9417003-2,SUSHI MAROLLES,94470,06 50 02 87 88,"1. contrat classic 小版本升级 rdv5/4/18 15：20  转chao
2. 客户号重复需要修改",,,,见00000350,,,180103p升级到1.1.2(180331),,,1
03/04/2018,351,,,CR9218026,Hokiko,92600,0635295161,上周连机后，老机器酒水的TVA有些就变成了10％,,,,已留言 04/04 客人把机器拿来，发现原数据中的酒水税率就是错的,,,,,,1
03/04/18,352,,,CM9317002,city store,93300,0144021148,账的支票的总额昨天是一个数，今天看又是另一个数，有个数额还不见了，详见微信图片,,,"20160930
quantun+软件",客人不在店里 周三载联系,,,,,,1
03/04/18,353,,,CR7818029,nouveau nagachima,78310,0651151487,开机界面有错误提示，详见微信图片,,,,客人应该是点到了远程软件  让客人点cancel，客人微信回复说好了,,,,,,1
03/4/2018,354,,,CR7518017,golden sushi,75011,,昨天有账单是负数，不知道怎么弄,,,,转刘昕培训,,,,,,1
03/04/2018,355,,,CR8717001,paradise d asie,87280,0695454466,"1. 想查去年的账，但现在电脑打不开，详见短信图片   unable to complete network to 127.0.0.1
2. 不知道如何加cheque vacances",,,,"1.firebird没打开
2.已发微信",,,,,,1
03/04/18,356,,,0140381008,supermarcher lachaplle,75018,0617623387,扫描乱码，详见微信图片 客人把大写键打开也不行,,,,让客人重启电脑 可以了,,,,,,1
03/04/18,357,,,CR7518006,bonzai,75015,0681263274,原来想用vente direct，因为有liv我们建议table模式。现在又想用vente directe,,,,"chao转：已prevenir客人会有费用，
提醒客人厨房单不能打，fiche de repas也不能打     已发客人视频 
客人决定不换了",,,,,,1
03/04/18,358,,,NOBORU,AAA,91070,0659656299,想把老机器的资料提出来，是随便放到什么电脑都可以吗，希望我们可以deplacer帮他选电脑,,,,让客人注意不要买tablette 而且要看好能装其他软件,,,,,,1
03/04/18,258,,,CR9418003,KITYOU,94320,,客人没时间培训，很匆忙，听不懂，问的都是基础问题（1月22日取走机器的许总的客人）,,,,已发送并账视频，练习模式视频，加菜视频，客人自己弄好,,,,,,1
